ID,Segment,Business,Date,Status,MRR,Macro Product,Plan,Classificacao Ic
368,6,2,2024-07-28 00:00:00,1,2017,Cat_9,Cat_9,1
369,7,10,2021-05-13 00:00:00,1,7864,Cat_8,Cat_9,1
370,3,8,2023-02-17 00:00:00,1,3316,Cat_7,Cat_8,2
371,2,9,2022-12-04 00:00:00,0,8825,Cat_8,Cat_9,1
372,10,9,2021-05-11 00:00:00,0,9110,Cat_9,Cat_9,3
373,3,10,2024-11-22 00:00:00,1,7330,Cat_6,Cat_7,3
374,7,5,2021-07-13 00:00:00,0,8981,Cat_1,Cat_5,1
375,7,9,2024-09-13 00:00:00,1,2808,Cat_9,Cat_9,2
376,2,8,2021-05-07 00:00:00,0,9909,Cat_3,Cat_5,2
377,1,2,2023-08-13 00:00:00,1,3663,Cat_7,Cat_2,1
378,5,5,2021-08-07 00:00:00,1,8794,Cat_6,Cat_2,3
379,3,9,2025-10-11 00:00:00,1,4238,Cat_1,Cat_4,3
380,7,7,2024-05-20 00:00:00,1,5253,Cat_1,Cat_6,1
381,2,1,2025-08-19 00:00:00,0,8493,Cat_5,Cat_10,3
382,3,1,2025-09-27 00:00:00,1,3750,Cat_7,Cat_5,3
383,7,3,2024-04-28 00:00:00,0,5657,Cat_10,Cat_3,1
384,8,1,2022-12-24 00:00:00,1,696,Cat_2,Cat_1,1
385,9,8,2023-05-22 00:00:00,1,7618,Cat_8,Cat_7,3
386,1,3,2023-01-10 00:00:00,1,4615,Cat_4,Cat_2,1
387,3,7,2025-07-31 00:00:00,0,4936,Cat_10,Cat_5,3
388,9,1,2024-10-14 00:00:00,1,6047,Cat_4,Cat_2,1
389,9,5,2023-05-17 00:00:00,0,385,Cat_1,Cat_7,3
390,2,1,2023-09-10 00:00:00,0,6364,Cat_1,Cat_10,2
391,10,3,2025-02-12 00:00:00,1,6189,Cat_6,Cat_10,1
392,6,6,2025-08-19 00:00:00,1,8434,Cat_7,Cat_6,2
393,4,5,2021-12-19 00:00:00,1,5646,Cat_9,Cat_3,1
394,6,6,2024-03-08 00:00:00,0,2207,Cat_10,Cat_5,2
395,4,4,2021-05-08 00:00:00,1,6577,Cat_5,Cat_9,2
396,9,7,2021-09-28 00:00:00,1,2203,Cat_9,Cat_8,3
397,6,8,2021-05-26 00:00:00,1,9611,Cat_4,Cat_10,1
398,9,10,2021-05-20 00:00:00,0,7596,Cat_1,Cat_8,1
399,1,6,2024-11-04 00:00:00,1,3861,Cat_1,Cat_1,3
400,4,3,2021-06-05 00:00:00,1,467,Cat_8,Cat_4,2
401,4,3,2024-04-06 00:00:00,1,5095,Cat_2,Cat_3,2
402,7,3,2024-11-06 00:00:00,0,9259,Cat_7,Cat_7,3
403,8,5,2022-09-25 00:00:00,0,9825,Cat_6,Cat_2,2
404,4,3,2024-01-23 00:00:00,0,5197,Cat_7,Cat_3,3
405,4,1,2024-06-20 00:00:00,0,9458,Cat_5,Cat_5,2
406,8,4,2022-04-14 00:00:00,0,168,Cat_6,Cat_5,3
407,8,1,2022-06-27 00:00:00,1,5485,Cat_10,Cat_1,2
408,8,2,2025-07-28 00:00:00,1,5933,Cat_9,Cat_1,3
409,8,9,2022-01-30 00:00:00,0,6913,Cat_5,Cat_8,1
410,6,9,2024-07-02 00:00:00,0,6920,Cat_1,Cat_1,1
411,9,3,2024-12-04 00:00:00,1,6031,Cat_2,Cat_1,3
412,7,5,2025-08-03 00:00:00,1,4976,Cat_4,Cat_5,1
413,3,6,2022-07-16 00:00:00,1,625,Cat_8,Cat_2,3
414,6,8,2021-03-24 00:00:00,0,5470,Cat_3,Cat_6,3
415,6,8,2023-05-02 00:00:00,1,4947,Cat_10,Cat_3,2
416,10,4,2023-08-22 00:00:00,1,6770,Cat_6,Cat_1,1
417,1,8,2025-02-04 00:00:00,0,1053,Cat_7,Cat_6,2
418,8,8,2022-03-10 00:00:00,1,7659,Cat_10,Cat_7,3
419,8,10,2021-05-10 00:00:00,1,5411,Cat_6,Cat_4,2
420,7,10,2022-01-21 00:00:00,1,4714,Cat_1,Cat_4,2
421,7,3,2025-09-22 00:00:00,0,4237,Cat_2,Cat_4,1
422,10,5,2024-10-24 00:00:00,1,892,Cat_6,Cat_7,3
423,7,9,2025-11-02 00:00:00,1,4943,Cat_1,Cat_9,3
424,10,8,2023-01-10 00:00:00,1,3218,Cat_9,Cat_7,3
425,8,1,2023-12-04 00:00:00,1,1714,Cat_7,Cat_4,3
426,4,9,2024-01-24 00:00:00,0,1744,Cat_3,Cat_8,1
427,8,8,2022-10-22 00:00:00,1,2253,Cat_3,Cat_2,1
428,4,3,2025-08-06 00:00:00,1,1208,Cat_2,Cat_3,1
429,5,8,2025-12-10 00:00:00,0,1101,Cat_1,Cat_4,2
430,2,4,2021-02-02 00:00:00,1,1661,Cat_8,Cat_3,3
431,3,5,2025-09-14 00:00:00,0,294,Cat_7,Cat_6,1
432,2,1,2025-06-10 00:00:00,0,1750,Cat_7,Cat_2,3
433,3,1,2024-12-11 00:00:00,1,2910,Cat_4,Cat_9,1
434,9,9,2024-02-10 00:00:00,1,9671,Cat_8,Cat_9,3
435,3,10,2021-08-02 00:00:00,1,287,Cat_7,Cat_10,3
436,9,2,2025-09-06 00:00:00,1,8300,Cat_7,Cat_10,3
437,6,2,2023-06-21 00:00:00,1,3819,Cat_8,Cat_8,1
438,6,10,2022-09-24 00:00:00,1,1079,Cat_4,Cat_2,3
439,10,5,2021-06-04 00:00:00,1,3535,Cat_8,Cat_9,1
440,10,9,2021-03-28 00:00:00,1,8890,Cat_9,Cat_2,2
441,6,4,2022-10-03 00:00:00,1,111,Cat_6,Cat_1,2
442,2,5,2022-04-20 00:00:00,1,2735,Cat_10,Cat_8,2
443,10,7,2022-12-23 00:00:00,1,5644,Cat_3,Cat_2,1
444,8,5,2025-11-22 00:00:00,1,7203,Cat_6,Cat_1,3
445,4,4,2025-12-28 00:00:00,1,7004,Cat_1,Cat_2,3
446,8,9,2021-07-02 00:00:00,1,3354,Cat_6,Cat_4,1
447,1,10,2021-04-16 00:00:00,1,1248,Cat_4,Cat_4,3
448,5,7,2024-03-04 00:00:00,0,949,Cat_6,Cat_1,3
449,3,7,2022-03-07 00:00:00,1,4730,Cat_9,Cat_8,1
450,9,7,2025-12-19 00:00:00,0,1367,Cat_10,Cat_7,1
451,8,3,2022-04-09 00:00:00,0,7046,Cat_4,Cat_1,1
452,7,2,2025-09-20 00:00:00,1,4187,Cat_7,Cat_5,1
453,9,2,2024-02-03 00:00:00,0,624,Cat_3,Cat_6,2
454,8,10,2025-01-04 00:00:00,1,7191,Cat_2,Cat_4,1
455,1,1,2024-02-10 00:00:00,1,2018,Cat_6,Cat_2,3
456,4,1,2021-01-09 00:00:00,1,9672,Cat_6,Cat_8,1
457,7,6,2024-01-01 00:00:00,1,211,Cat_7,Cat_10,1
458,6,1,2021-04-25 00:00:00,1,1623,Cat_7,Cat_8,3
459,10,4,2025-12-10 00:00:00,1,3709,Cat_3,Cat_2,2
460,8,5,2022-11-04 00:00:00,1,7627,Cat_3,Cat_7,2
461,8,6,2025-10-24 00:00:00,1,4606,Cat_5,Cat_10,1
462,9,6,2021-08-10 00:00:00,1,1776,Cat_9,Cat_6,1
463,5,4,2022-07-22 00:00:00,1,6018,Cat_8,Cat_4,2
464,10,2,2022-03-28 00:00:00,1,4320,Cat_5,Cat_3,2
465,3,5,2024-03-25 00:00:00,0,885,Cat_5,Cat_6,1
466,4,6,2024-07-04 00:00:00,1,8595,Cat_9,Cat_10,1
467,1,3,2023-01-23 00:00:00,1,2289,Cat_8,Cat_4,1
468,10,9,2024-12-16 00:00:00,1,3816,Cat_3,Cat_3,2
469,3,3,2023-05-31 00:00:00,0,7961,Cat_10,Cat_3,2
470,2,4,2021-10-14 00:00:00,0,1962,Cat_1,Cat_1,3
471,1,5,2021-08-29 00:00:00,0,3817,Cat_7,Cat_9,3
472,2,3,2025-02-17 00:00:00,0,7659,Cat_10,Cat_4,3
473,9,9,2023-06-08 00:00:00,1,4661,Cat_8,Cat_1,3
474,4,4,2024-08-13 00:00:00,0,1103,Cat_3,Cat_9,1
475,3,1,2024-12-04 00:00:00,1,7425,Cat_5,Cat_9,2
476,10,10,2021-04-07 00:00:00,1,4979,Cat_1,Cat_7,2
477,1,4,2025-07-22 00:00:00,1,7687,Cat_6,Cat_3,1
478,1,7,2025-08-07 00:00:00,1,2482,Cat_4,Cat_9,1
479,1,6,2021-04-12 00:00:00,0,4275,Cat_4,Cat_10,3
480,2,7,2025-07-06 00:00:00,0,6925,Cat_10,Cat_4,2
481,4,2,2023-12-22 00:00:00,1,2821,Cat_3,Cat_1,3
482,10,10,2023-05-18 00:00:00,1,9299,Cat_9,Cat_1,3
483,10,3,2022-03-15 00:00:00,0,4887,Cat_10,Cat_4,1
484,7,8,2022-02-19 00:00:00,0,8696,Cat_1,Cat_2,2
485,8,2,2021-04-13 00:00:00,1,6711,Cat_2,Cat_7,1
486,1,8,2025-05-25 00:00:00,1,2166,Cat_2,Cat_8,2
487,1,3,2025-04-10 00:00:00,1,8202,Cat_9,Cat_9,2
488,8,2,2024-04-21 00:00:00,1,6805,Cat_1,Cat_8,3
489,1,6,2024-08-22 00:00:00,1,3303,Cat_3,Cat_6,1
490,8,4,2025-08-25 00:00:00,1,2012,Cat_7,Cat_3,2
491,9,4,2025-03-06 00:00:00,0,7168,Cat_4,Cat_10,1
492,5,8,2024-07-18 00:00:00,1,9093,Cat_6,Cat_4,3
493,8,6,2022-04-24 00:00:00,1,7867,Cat_2,Cat_9,1
494,4,7,2024-02-03 00:00:00,0,832,Cat_10,Cat_2,3
495,5,7,2025-12-11 00:00:00,1,5761,Cat_1,Cat_2,2
496,6,2,2025-07-04 00:00:00,0,7840,Cat_6,Cat_4,3
497,1,4,2021-10-13 00:00:00,0,7545,Cat_2,Cat_2,2
498,5,8,2023-07-15 00:00:00,0,3677,Cat_8,Cat_3,2
499,5,3,2022-11-13 00:00:00,1,3907,Cat_3,Cat_1,3
500,9,3,2021-05-31 00:00:00,1,4466,Cat_5,Cat_8,1
501,2,2,2024-09-11 00:00:00,1,2111,Cat_2,Cat_5,2
502,9,10,2025-08-02 00:00:00,0,3229,Cat_9,Cat_6,2
503,4,5,2024-08-04 00:00:00,1,9917,Cat_4,Cat_3,2
504,9,3,2021-12-23 00:00:00,1,2865,Cat_9,Cat_10,1
505,5,10,2021-08-23 00:00:00,0,8809,Cat_2,Cat_10,2
506,9,1,2022-03-25 00:00:00,1,6604,Cat_8,Cat_7,1
507,2,10,2023-08-20 00:00:00,1,8050,Cat_6,Cat_4,1
508,6,7,2023-02-17 00:00:00,1,9139,Cat_3,Cat_5,1
509,5,6,2023-06-06 00:00:00,0,8801,Cat_1,Cat_9,3
510,10,7,2023-06-27 00:00:00,1,1600,Cat_8,Cat_1,3
511,2,4,2024-07-19 00:00:00,0,9696,Cat_6,Cat_8,3
512,2,5,2025-12-31 00:00:00,0,9159,Cat_1,Cat_3,3
513,6,3,2025-05-25 00:00:00,1,8277,Cat_9,Cat_8,1
514,3,10,2025-09-18 00:00:00,1,6013,Cat_8,Cat_5,2
515,8,6,2021-02-26 00:00:00,1,9625,Cat_5,Cat_6,1
516,4,7,2021-03-19 00:00:00,1,8081,Cat_2,Cat_10,1
517,1,3,2024-11-14 00:00:00,0,1318,Cat_9,Cat_5,2
518,10,9,2021-03-18 00:00:00,1,8763,Cat_7,Cat_1,1
519,2,6,2023-01-31 00:00:00,1,1338,Cat_6,Cat_7,2
520,2,6,2021-03-11 00:00:00,1,3331,Cat_5,Cat_9,1
521,4,5,2025-05-05 00:00:00,1,8991,Cat_4,Cat_4,3
522,1,5,2021-09-23 00:00:00,1,6190,Cat_8,Cat_5,2
523,8,4,2021-02-05 00:00:00,1,8996,Cat_9,Cat_5,1
524,1,3,2024-06-27 00:00:00,1,9510,Cat_6,Cat_4,3
525,4,7,2025-01-16 00:00:00,1,8777,Cat_5,Cat_5,3
526,2,5,2021-03-16 00:00:00,0,697,Cat_2,Cat_7,3
527,10,9,2021-02-10 00:00:00,0,9342,Cat_2,Cat_10,3
528,9,5,2023-10-01 00:00:00,1,5721,Cat_6,Cat_8,2
529,1,5,2022-09-30 00:00:00,1,9299,Cat_5,Cat_6,2
530,6,5,2022-02-08 00:00:00,0,2750,Cat_2,Cat_4,2
531,4,7,2022-09-20 00:00:00,1,121,Cat_6,Cat_6,3
532,6,10,2021-01-31 00:00:00,1,4902,Cat_9,Cat_7,1
533,3,9,2021-12-10 00:00:00,1,5430,Cat_5,Cat_8,3
534,1,3,2025-07-15 00:00:00,1,6390,Cat_2,Cat_9,1
535,10,1,2021-11-22 00:00:00,0,1727,Cat_1,Cat_6,3
536,5,2,2021-06-27 00:00:00,1,7250,Cat_8,Cat_1,1
537,1,3,2022-09-07 00:00:00,1,5311,Cat_4,Cat_4,3
538,3,2,2021-04-16 00:00:00,0,1790,Cat_2,Cat_9,1
539,4,7,2024-12-21 00:00:00,1,8993,Cat_4,Cat_8,2
540,2,9,2024-08-06 00:00:00,1,7787,Cat_2,Cat_1,1
541,4,10,2022-09-03 00:00:00,0,6011,Cat_10,Cat_1,2
542,3,10,2022-08-27 00:00:00,1,7065,Cat_1,Cat_1,3
543,9,4,2024-01-15 00:00:00,1,8007,Cat_5,Cat_1,1
544,3,2,2021-07-04 00:00:00,1,9942,Cat_3,Cat_5,1
545,1,10,2025-02-14 00:00:00,1,4402,Cat_3,Cat_10,3
546,1,9,2023-03-29 00:00:00,0,7751,Cat_10,Cat_10,1
547,7,5,2024-02-16 00:00:00,1,1504,Cat_2,Cat_5,3
548,4,5,2025-02-23 00:00:00,1,6167,Cat_3,Cat_5,2
549,7,5,2025-09-05 00:00:00,0,7549,Cat_10,Cat_1,3
550,8,1,2022-02-03 00:00:00,1,7870,Cat_1,Cat_10,1
551,6,5,2024-12-04 00:00:00,0,9865,Cat_1,Cat_8,1
552,7,9,2023-04-09 00:00:00,1,7618,Cat_9,Cat_3,2
553,10,2,2022-08-04 00:00:00,0,5609,Cat_3,Cat_4,2
554,1,8,2024-03-01 00:00:00,1,3535,Cat_9,Cat_9,2
555,2,1,2024-04-14 00:00:00,1,2878,Cat_2,Cat_9,2
556,4,9,2023-08-03 00:00:00,0,1787,Cat_6,Cat_6,3
557,1,3,2023-08-16 00:00:00,0,8864,Cat_9,Cat_8,2
558,9,9,2025-07-21 00:00:00,0,8128,Cat_1,Cat_9,3
559,10,10,2025-11-15 00:00:00,0,672,Cat_5,Cat_1,3
560,5,2,2024-06-11 00:00:00,1,1502,Cat_8,Cat_9,1
561,8,4,2021-05-31 00:00:00,1,7676,Cat_1,Cat_10,3
562,9,10,2023-05-04 00:00:00,0,8503,Cat_6,Cat_7,1
563,7,9,2023-05-21 00:00:00,0,8568,Cat_1,Cat_5,2
564,1,9,2021-10-11 00:00:00,1,803,Cat_8,Cat_7,2
565,6,9,2024-06-18 00:00:00,1,4647,Cat_10,Cat_4,1
566,10,1,2021-01-02 00:00:00,0,9140,Cat_4,Cat_9,3
567,10,4,2025-10-28 00:00:00,0,8909,Cat_3,Cat_5,1
568,9,10,2021-05-14 00:00:00,1,6170,Cat_1,Cat_7,2
569,1,10,2022-11-20 00:00:00,1,6953,Cat_7,Cat_8,3
570,5,3,2021-05-10 00:00:00,0,3423,Cat_10,Cat_10,2
571,3,4,2025-10-02 00:00:00,0,6347,Cat_9,Cat_7,2
572,4,7,2021-07-24 00:00:00,1,3390,Cat_6,Cat_4,2
573,4,9,2022-10-17 00:00:00,1,8997,Cat_5,Cat_3,2
574,3,8,2025-05-17 00:00:00,1,1602,Cat_10,Cat_5,3
575,10,5,2021-04-04 00:00:00,1,2495,Cat_5,Cat_1,3
576,5,10,2023-06-25 00:00:00,0,9392,Cat_4,Cat_6,1
577,7,10,2021-02-26 00:00:00,1,7911,Cat_10,Cat_6,3
578,7,1,2025-08-06 00:00:00,1,6756,Cat_2,Cat_1,2
579,10,4,2024-05-06 00:00:00,1,8914,Cat_1,Cat_5,2
580,5,10,2022-09-30 00:00:00,1,1753,Cat_5,Cat_9,1
581,7,8,2025-03-29 00:00:00,1,7074,Cat_8,Cat_4,1
582,5,4,2025-01-22 00:00:00,1,7441,Cat_3,Cat_2,2
583,7,9,2021-06-21 00:00:00,1,1277,Cat_2,Cat_2,1
584,4,4,2025-02-12 00:00:00,1,8851,Cat_3,Cat_8,3
585,7,1,2024-09-27 00:00:00,1,7669,Cat_1,Cat_4,2
586,10,9,2022-01-10 00:00:00,0,8591,Cat_1,Cat_9,2
587,6,7,2022-09-17 00:00:00,1,6005,Cat_5,Cat_2,2
588,5,4,2024-01-28 00:00:00,1,3322,Cat_9,Cat_4,1
589,3,8,2021-10-15 00:00:00,1,8400,Cat_4,Cat_3,2
590,9,3,2023-12-23 00:00:00,1,1501,Cat_10,Cat_9,3
591,10,1,2024-10-10 00:00:00,1,4653,Cat_2,Cat_3,2
592,7,7,2024-10-31 00:00:00,1,9535,Cat_7,Cat_10,2
593,10,10,2024-05-29 00:00:00,0,4526,Cat_1,Cat_7,2
594,8,4,2025-03-31 00:00:00,1,787,Cat_1,Cat_1,3
595,2,9,2025-02-27 00:00:00,1,9650,Cat_7,Cat_8,3
596,4,9,2021-12-12 00:00:00,0,6851,Cat_7,Cat_5,2
597,7,10,2024-06-27 00:00:00,1,6122,Cat_6,Cat_9,2
598,1,1,2023-01-06 00:00:00,0,3115,Cat_9,Cat_10,2
599,10,4,2021-08-25 00:00:00,1,3592,Cat_2,Cat_6,1
600,10,4,2025-10-23 00:00:00,1,2284,Cat_5,Cat_3,2
601,4,10,2023-02-14 00:00:00,1,7841,Cat_4,Cat_3,2
602,3,5,2024-05-06 00:00:00,0,9533,Cat_7,Cat_7,2
603,8,2,2025-07-29 00:00:00,0,4321,Cat_8,Cat_2,3
604,7,7,2021-12-27 00:00:00,1,5858,Cat_6,Cat_7,1
605,2,6,2021-03-30 00:00:00,1,4715,Cat_2,Cat_5,1
606,1,6,2023-04-06 00:00:00,1,319,Cat_5,Cat_8,3
607,3,5,2025-10-13 00:00:00,1,7282,Cat_1,Cat_9,2
608,1,6,2024-03-19 00:00:00,1,7984,Cat_6,Cat_1,3
609,9,6,2024-09-29 00:00:00,0,2099,Cat_7,Cat_2,1
610,8,10,2021-12-12 00:00:00,1,2472,Cat_7,Cat_2,2
611,3,8,2022-11-22 00:00:00,0,6806,Cat_2,Cat_6,2
612,8,7,2022-07-10 00:00:00,1,5319,Cat_8,Cat_4,2
613,8,8,2022-03-31 00:00:00,0,321,Cat_2,Cat_2,3
614,8,7,2023-11-23 00:00:00,0,6449,Cat_6,Cat_3,3
615,2,7,2021-03-23 00:00:00,1,2641,Cat_9,Cat_9,2
616,1,8,2022-07-18 00:00:00,0,8017,Cat_1,Cat_2,3
617,9,10,2022-06-09 00:00:00,1,8343,Cat_3,Cat_1,3
618,10,3,2025-03-25 00:00:00,0,5421,Cat_3,Cat_3,1
619,5,4,2023-06-21 00:00:00,0,8628,Cat_1,Cat_3,3
620,10,4,2022-11-16 00:00:00,1,9224,Cat_3,Cat_4,1
621,8,3,2025-04-09 00:00:00,1,3924,Cat_9,Cat_4,2
622,3,6,2025-03-06 00:00:00,1,9009,Cat_4,Cat_1,2
623,8,6,2025-04-18 00:00:00,1,5201,Cat_5,Cat_10,1
624,4,8,2024-05-01 00:00:00,1,852,Cat_3,Cat_2,1
625,1,3,2023-06-12 00:00:00,1,5515,Cat_2,Cat_8,2
626,10,7,2025-03-04 00:00:00,1,9775,Cat_8,Cat_7,2
627,7,4,2021-06-30 00:00:00,1,982,Cat_3,Cat_5,1
628,9,4,2021-07-02 00:00:00,0,6958,Cat_2,Cat_10,2
629,9,5,2023-12-01 00:00:00,1,9874,Cat_6,Cat_7,3
630,5,5,2024-12-27 00:00:00,0,7661,Cat_10,Cat_9,3
631,2,3,2025-11-26 00:00:00,1,2734,Cat_7,Cat_4,3
632,10,3,2022-12-22 00:00:00,0,8426,Cat_8,Cat_8,3
633,4,2,2022-03-18 00:00:00,1,5630,Cat_8,Cat_9,2
634,3,4,2022-10-11 00:00:00,1,5508,Cat_4,Cat_8,2
635,4,1,2021-12-05 00:00:00,1,8803,Cat_9,Cat_6,3
636,1,1,2023-05-29 00:00:00,1,5015,Cat_7,Cat_4,1
637,6,6,2023-11-06 00:00:00,1,3496,Cat_2,Cat_9,2
638,1,8,2025-03-02 00:00:00,1,6792,Cat_9,Cat_3,2
639,4,10,2024-02-23 00:00:00,1,664,Cat_7,Cat_2,2
640,9,2,2021-12-23 00:00:00,0,241,Cat_3,Cat_8,1
641,1,3,2021-05-22 00:00:00,1,544,Cat_6,Cat_3,1
642,4,1,2021-05-29 00:00:00,1,984,Cat_4,Cat_7,3
643,5,4,2021-08-17 00:00:00,1,1419,Cat_2,Cat_2,1
644,3,10,2025-12-28 00:00:00,0,3492,Cat_7,Cat_6,3
645,8,3,2024-12-17 00:00:00,0,1674,Cat_5,Cat_5,2
646,4,7,2022-03-29 00:00:00,1,7580,Cat_8,Cat_5,2
647,1,2,2023-07-30 00:00:00,1,4398,Cat_9,Cat_2,1
648,7,4,2021-10-23 00:00:00,1,7243,Cat_6,Cat_4,2
649,7,3,2023-05-25 00:00:00,0,8264,Cat_9,Cat_5,2
650,7,8,2024-11-28 00:00:00,1,6181,Cat_7,Cat_5,2
651,4,4,2024-06-26 00:00:00,0,2437,Cat_3,Cat_7,1
652,7,5,2021-01-12 00:00:00,1,4233,Cat_3,Cat_7,2
653,4,2,2021-07-01 00:00:00,1,4041,Cat_10,Cat_7,2
654,5,9,2025-12-05 00:00:00,1,3583,Cat_1,Cat_4,2
655,9,3,2023-06-12 00:00:00,1,4241,Cat_5,Cat_1,3
656,3,6,2021-09-03 00:00:00,1,3872,Cat_5,Cat_10,1
657,3,2,2024-02-17 00:00:00,1,4818,Cat_1,Cat_8,1
658,10,5,2025-05-19 00:00:00,1,5735,Cat_5,Cat_3,3
659,7,10,2024-10-04 00:00:00,0,3140,Cat_8,Cat_3,2
660,3,5,2021-02-26 00:00:00,1,9959,Cat_3,Cat_3,3
661,6,10,2022-07-07 00:00:00,1,521,Cat_5,Cat_7,1
662,6,7,2023-01-25 00:00:00,1,6842,Cat_8,Cat_1,1
663,10,9,2021-03-29 00:00:00,0,7428,Cat_4,Cat_2,2
664,2,1,2023-03-04 00:00:00,1,3613,Cat_8,Cat_9,3
665,9,1,2024-10-15 00:00:00,1,6628,Cat_2,Cat_5,2
666,5,3,2024-07-23 00:00:00,1,3577,Cat_10,Cat_10,3
667,10,4,2021-03-13 00:00:00,0,9378,Cat_7,Cat_7,3
668,1,6,2023-05-26 00:00:00,0,4424,Cat_1,Cat_6,3
669,4,8,2025-05-29 00:00:00,1,6309,Cat_6,Cat_7,3
670,3,4,2025-06-04 00:00:00,0,322,Cat_1,Cat_4,3
671,9,2,2021-06-28 00:00:00,0,7236,Cat_9,Cat_3,1
672,8,3,2022-09-02 00:00:00,1,9383,Cat_3,Cat_4,2
673,9,7,2023-12-08 00:00:00,1,6246,Cat_6,Cat_4,2
674,4,7,2021-10-22 00:00:00,1,3205,Cat_4,Cat_4,1
675,10,3,2025-06-19 00:00:00,0,8483,Cat_9,Cat_5,3
676,5,3,2021-07-06 00:00:00,0,541,Cat_1,Cat_6,2
677,6,1,2022-09-20 00:00:00,1,6729,Cat_5,Cat_5,1
678,9,9,2024-07-14 00:00:00,1,9282,Cat_1,Cat_10,1
679,7,7,2022-01-06 00:00:00,1,5105,Cat_8,Cat_9,2
680,9,1,2023-03-06 00:00:00,1,1722,Cat_5,Cat_6,1
681,3,8,2022-04-21 00:00:00,1,5554,Cat_1,Cat_5,1
682,6,2,2024-03-09 00:00:00,0,7250,Cat_7,Cat_6,2
683,2,10,2023-04-18 00:00:00,1,1987,Cat_7,Cat_9,1
684,2,4,2021-02-14 00:00:00,1,3626,Cat_4,Cat_2,1
685,1,2,2021-12-16 00:00:00,0,7763,Cat_4,Cat_7,3
686,4,5,2021-06-18 00:00:00,1,4888,Cat_8,Cat_4,2
687,5,8,2022-01-09 00:00:00,1,8023,Cat_9,Cat_2,2
688,2,6,2023-11-27 00:00:00,1,1177,Cat_6,Cat_7,3
689,1,9,2025-06-15 00:00:00,1,7845,Cat_10,Cat_2,3
690,9,9,2023-06-20 00:00:00,1,9580,Cat_2,Cat_10,3
691,9,2,2022-07-24 00:00:00,1,6561,Cat_8,Cat_10,1
692,5,4,2021-09-01 00:00:00,1,9976,Cat_1,Cat_8,1
693,3,8,2025-06-01 00:00:00,1,4212,Cat_1,Cat_2,1
694,9,8,2024-03-15 00:00:00,1,5511,Cat_5,Cat_2,3
695,9,5,2021-05-01 00:00:00,1,8763,Cat_6,Cat_10,2
696,10,9,2023-09-13 00:00:00,0,9923,Cat_1,Cat_2,2
697,7,10,2022-05-30 00:00:00,1,8712,Cat_3,Cat_8,1
698,4,9,2025-09-04 00:00:00,0,3647,Cat_8,Cat_5,3
699,10,7,2022-05-20 00:00:00,1,3605,Cat_2,Cat_3,3
700,9,10,2023-02-25 00:00:00,1,1020,Cat_9,Cat_6,2
701,1,6,2023-01-30 00:00:00,1,2693,Cat_1,Cat_6,1
702,8,6,2021-04-20 00:00:00,1,1006,Cat_4,Cat_4,2
703,9,5,2023-09-01 00:00:00,1,8967,Cat_6,Cat_5,2
704,2,1,2025-01-28 00:00:00,0,6634,Cat_3,Cat_2,3
705,2,7,2025-11-01 00:00:00,1,7061,Cat_5,Cat_9,2
706,6,9,2024-11-08 00:00:00,1,1240,Cat_6,Cat_2,1
707,1,7,2022-04-13 00:00:00,1,4718,Cat_9,Cat_10,1
708,5,3,2021-03-18 00:00:00,0,7851,Cat_3,Cat_3,3
709,4,2,2023-05-08 00:00:00,1,371,Cat_1,Cat_4,3
710,3,4,2023-09-27 00:00:00,0,7603,Cat_9,Cat_7,1
711,4,4,2023-11-10 00:00:00,1,8084,Cat_10,Cat_7,3
712,6,7,2024-05-18 00:00:00,0,5402,Cat_2,Cat_6,1
713,6,2,2022-06-29 00:00:00,1,1782,Cat_9,Cat_4,1
714,6,8,2022-06-28 00:00:00,1,2201,Cat_4,Cat_2,1
715,1,9,2025-06-24 00:00:00,1,3243,Cat_7,Cat_3,2
716,7,4,2022-04-05 00:00:00,1,5824,Cat_5,Cat_5,3
717,10,4,2023-01-08 00:00:00,1,4206,Cat_7,Cat_3,1
718,8,1,2022-06-25 00:00:00,1,101,Cat_4,Cat_5,3
719,5,8,2023-06-15 00:00:00,1,4682,Cat_3,Cat_1,2
720,1,8,2025-03-12 00:00:00,1,3403,Cat_8,Cat_7,1
721,2,4,2025-01-30 00:00:00,0,6506,Cat_4,Cat_6,3
722,5,9,2024-10-02 00:00:00,1,7726,Cat_10,Cat_5,1
723,10,4,2023-10-15 00:00:00,1,533,Cat_6,Cat_3,1
724,10,2,2023-04-18 00:00:00,1,1936,Cat_3,Cat_2,2
725,3,2,2022-06-01 00:00:00,1,7796,Cat_7,Cat_4,2
726,2,9,2022-08-03 00:00:00,0,5051,Cat_10,Cat_5,1
727,3,7,2021-08-10 00:00:00,1,9429,Cat_9,Cat_4,3
728,10,2,2023-08-15 00:00:00,1,9856,Cat_1,Cat_3,2
729,7,8,2023-01-30 00:00:00,0,7830,Cat_10,Cat_6,2
730,10,5,2023-07-29 00:00:00,0,6533,Cat_3,Cat_5,2
731,1,7,2024-07-02 00:00:00,1,9885,Cat_1,Cat_3,2
732,1,7,2024-12-16 00:00:00,1,3005,Cat_6,Cat_5,3
733,5,6,2023-03-02 00:00:00,1,8936,Cat_6,Cat_8,1
734,6,10,2025-07-14 00:00:00,0,2211,Cat_1,Cat_4,3
735,9,6,2021-08-19 00:00:00,0,4719,Cat_5,Cat_5,3
